Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Tafel Slope (mV/dec),Exchange Current Density (mA/cm²),R²,Overpotential @ 50 mA,Cdl mF cm-2
exp1190,17,0,0,0,20,3,25,0,0,5,5,-1.5,30,113.51597604686098,0.0002344279967191,0.992592489793466,-0.6377,1.0174020422359
exp1191,0,0,4,20,0,7,25,0,0,14,14,-1.3,180,91.69691830339984,0.0013570314353369,0.9982061225144646,-0.4217,9.0688574496121
exp1192,0,0,0,20,20,0,25,0,0,5,5,-1.5,143,138.13409726123157,107.89435674722694,0.0882427004580533,-0.3677,107.7640530767451
exp1193,0,0,0,0,0,0,25,20,0,25,25,-1.4,86,81.02382915524537,1.0154918250977177e-06,0.996391642696538,-0.6287,6.7720257738316
exp1194,20,20,0,0,0,0,25,0,0,5,5,-1.5,30,138.26346005858346,0.0001115726046013,0.995841262451392,-0.8117,0.3235134491946
exp1195,0,0,0,0,7,20,25,0,0,5,18,-1.4,180,119.10354418263157,9.364638582962492e-06,0.9990305450206952,-0.8207,0.1409163199116
exp1196,0,2,8,0,0,0,25,0,0,35,35,-1.0,84,122.65128867987936,2.5436207536085676e-06,0.9932245185329468,-0.9217,0.1338000309022
exp1197,20,0,20,0,0,0,25,0,0,5,5,-1.0,180,128.79987162323098,5.950184495082802e-06,0.9984804642652654,-0.9187,0.1464318700931
exp1198,0,0,17,0,0,20,25,3,0,5,5,-1.0,30,98.37196599735518,3.0934326007214586e-08,0.9939808021022136,-0.9467,0.1495910483782
exp1199,2,5,0,0,20,11,20,12,0,0,0,-1.0,180,260.49201502623987,0.0807733487617873,0.9881550245897456,-0.7067,8.5156526131362
exp1200,0,0,0,5,10,16,20,9,0,10,0,-1.5,30,146.7958240100523,0.0169332659072508,0.9947515075615376,-0.4987,7.6271314485112
exp1201,5,0,5,0,20,11,20,9,0,0,0,-1.5,180,303.28982759257855,1.9988648964217293,0.5995822974027162,-0.3287,50.2048251934927
exp1202,0,0,1,0,20,12,20,2,5,10,0,-1.0,180,33.10806451014689,6641691.197065675,0.0032916248835856,-0.4017,21.4254504280499
exp1203,2,5,0,0,20,21,20,2,0,0,0,-1.5,180,155.80093387912774,84.33186695677557,0.1068652425625407,-0.3147,129.9319118033872
exp1204,5,1,0,0,20,12,20,12,0,0,0,-1.5,180,302.26285365012313,2.281618792254981,0.5018586693609643,-0.3237,60.9988562938531
exp1205,0,0,0,0,20,16,22,12,0,0,0,-1.4,166,353.50723293109064,2.550617238081734,0.6105026530603523,-0.3417,43.911303159066705
exp1206,0,0,0,5,10,11,30,12,0,2,0,-1.5,30,170.6331840551372,0.0348825711194533,0.9933808144383586,-0.5377,14.9741902991205
exp1207,0,5,0,0,20,21,20,2,0,0,2,-1.5,30,133.72766614677374,0.0064393525006303,0.9987704439644856,-0.5157,5.9610900173240005
exp1208,1,0,0,5,20,14,20,2,0,8,0,-1.3,144,92.31056020351728,0.348304172146798,0.0398284060095155,-0.3197,66.1013162013666
exp1209,0,0,0,0,20,21,20,4,5,0,0,-1.5,180,,,,-0.2947,108.9252493776353
exp1210,5,0,0,0,10,18,20,12,0,5,0,-1.5,133,337.62416000876743,2.8006716646481853,0.4795457426056431,-0.3427,59.8034889956408
exp1211,0,0,5,1,13,19,20,12,0,0,0,-1.5,180,,,,-0.2867,102.815688642112
exp1212,0,0,0,0,17,21,20,12,0,0,0,-1.5,180,76.4476921748636,697.4774094393225,0.0177729252456165,-0.2907,91.2640034569558
exp1213,0,5,0,2,10,21,20,12,0,0,0,-1.5,91,61.78347481047759,2605.451966601707,0.0137378890494141,-0.3377,41.1861143538624
exp1214,0,0,5,0,12,21,20,2,0,10,0,-1.5,30,34.47213131103388,430142.8354698443,0.0049846899831017,-0.3647,28.787986012300397
exp1215,5,0,0,5,20,11,20,2,0,7,0,-1.5,180,128.34148868186207,406.7661665724334,0.2931048329970377,-0.2527,221.5245921661538
exp1216,0,0,0,5,10,21,27,2,5,0,0,-1.5,30,149.6035889946749,0.033697157347173,0.993067225470566,-0.4707,21.631186254342
exp1217,5,0,0,0,10,21,20,2,2,10,0,-1.5,30,330.6887209484753,1.3201847054327605,0.7723871192949278,-0.4437,23.6979849685066
exp1218,0,0,0,0,16,21,20,12,0,1,0,-1.5,180,188.0686342266572,55.90158972518556,0.1105904029498393,-0.2497,152.2920799367749
exp1219,0,2,5,0,20,21,20,2,0,0,0,-1.5,180,133.09650327970007,151.70737570885933,0.0758336139813795,-0.3137,61.4891285865878
exp1220,0,5,0,2,20,11,20,12,0,0,0,-1.5,125,52.52982511517125,4514.252123383024,0.0073854324268915,-0.3037,96.3903755572553
exp1221,0,0,0,0,20,21,20,2,0,7,0,-1.2,173,68.62337898771844,1270.509920019183,0.0181643874293049,-0.2977,64.18280039106
exp1222,5,0,0,0,20,14,20,11,0,0,0,-1.5,180,58.40227763899087,0.0572561353210766,0.0094746655404814,-0.2967,109.0474471572572
exp1223,5,0,0,0,20,21,20,2,0,2,0,-1.5,180,89.91114228263173,0.4388655593662507,0.0259317494566843,-0.2977,84.84979646617701
exp1224,0,0,0,5,10,21,22,12,0,0,0,-1.5,30,133.57036928399302,215.05023199768567,0.0838765599410471,-0.3867,41.0529081400029
exp1225,5,5,5,2,20,11,20,2,0,0,0,-1.0,69,175.18891813746862,0.0157398595959261,0.9998742229975282,-0.6337,6.2598618523248
exp1226,0,0,0,5,20,12,20,3,0,10,0,-1.5,105,166.32633754720405,1.379612224408003,0.1246287047463569,-0.3167,57.4222988401046
exp1227,0,0,5,0,20,11,20,2,0,0,12,-1.5,141,135.71596584348407,0.7998279327168717,0.0565797099069534,-0.3367,49.6593416333654
exp1228,0,0,0,0,20,18,20,2,0,10,0,-1.5,146,251.64252440559653,2.610455159957122,0.1853477161733916,-0.3127,57.5120211057455
exp1229,0,0,0,5,20,11,20,12,0,2,0,-1.5,180,130.5254401073455,130.16318843827528,0.0443461199200268,-0.2877,110.5136089163998
exp1230,0,0,0,0,10,21,20,8,1,10,0,-1.1,30,389.1296757027093,2.298606685248691,0.3082277682531776,-0.5207,29.740748181677
exp1231,0,0,0,0,20,18,20,2,0,10,0,-1.5,79,348.94791045950336,2.672032722832869,0.624631265285789,-0.3307,40.5818260059168
exp1232,0,0,0,0,10,21,20,9,0,10,0,-1.0,180,432.5744958615098,2.960339111682986,0.6919296813759139,-0.3977,32.2962358332001
exp1233,0,5,0,5,20,18,20,2,0,0,0,-1.5,180,240.5397214125821,2.4480081790581187,0.1834627696473719,-0.3207,53.2476897043327
exp1234,0,0,5,0,10,21,20,12,0,0,2,-1.5,180,74.51873285473691,940.435000057261,0.0203058846216286,-0.3137,58.9539858309008
exp1235,0,5,0,0,20,11,20,2,0,0,12,-1.5,180,167.0073665262293,97.08886673862584,0.1258138959615967,-0.2927,66.8809627396774
exp1236,0,0,0,5,12,21,20,2,0,10,0,-1.5,179,162.85165106722488,103.41572011336685,0.1360571311692129,-0.2767,74.9072678445124
exp1237,0,0,0,0,20,21,20,9,0,0,0,-1.5,163,213.66501873961573,95.78464929359905,0.237374425546217,-0.2397,101.5332015321552
exp1238,0,0,0,0,16,21,20,12,0,1,0,-1.5,180,240.4022961663377,75.3298812748398,0.2866147173597104,-0.2317,124.807955879881
exp1239,0,0,0,5,20,21,20,3,0,1,0,-1.5,30,311.14300623094994,2.3817017889009175,0.2840951470507044,-0.4707,33.6687834012083
exp1240,0,0,0,0,20,18,20,2,0,10,0,-1.0,51,444.8171032630906,1.8597871488148865,0.9770933964955292,-0.5697,13.790827294240898
exp1241,0,0,0,0,20,21,20,2,0,6,1,-1.5,117,163.36365316509804,0.4198321747617073,0.996828419935655,-0.3217,44.7862602761108
exp1242,0,5,0,5,20,11,20,9,0,0,0,-1.5,180,205.27436407676785,65.46817485682732,0.1941908964350266,-0.2727,88.0773212671851
exp1243,0,5,0,0,15,21,20,10,0,0,-1,-1.5,180,202.79123443281645,78.62664805341387,0.2680415589817574,-0.2317,116.9450546775337
exp1244,0,0,0,0,20,21,27,2,0,0,0,-1.2,131,553.7138816471538,8.397561262394413,0.9818180275486854,-0.3247,31.7538258452736
exp1245,0,0,0,3,20,21,20,6,0,0,0,-1.5,142,167.43832113751898,0.3304387885286832,0.9921619945413044,-0.3437,44.7376202500196
exp1246,0,5,5,0,11,21,20,2,0,6,0,-1.5,102,490.2959048224634,4.639378071972395,0.9792212961856888,-0.3937,29.1370123352363
exp1247,0,5,2,0,20,21,20,2,0,0,0,-1.5,145,330.93376691374004,2.6101267841982665,0.3907566419847586,-0.3847,41.3568807232108
exp1248,5,0,0,0,20,13,20,2,0,10,0,-1.5,131,341.36322678231363,2.9222858714739677,0.6136426571146906,-0.3107,71.0527560167163
exp1249,5,0,5,0,10,13,27,4,0,0,6,-1.5,30,453.3457279003932,2.810706867258683,0.9453050628565476,-0.4777,39.3981860268786
exp1250,0,0,5,0,20,13,20,2,0,10,0,-1.5,155,75.84066072502586,634.9292416851359,0.0265833460452855,-0.2827,76.3749505652443
exp1251,0,0,0,0,20,18,20,2,0,0,10,-1.5,168,50.81299009016081,0.025617387964969,0.0098292658255871,-0.3067,57.3944259982337
exp1252,0,0,0,0,10,21,20,9,0,10,0,-1.5,30,371.97310458920253,1.6962460800916777,0.9908728873462548,-0.5227,18.0711740052299
exp1253,0,2,0,5,20,21,20,2,0,0,0,-1.5,177,257.2868140167734,2.6082565856300075,0.2452498072514781,-0.3087,67.8141612919414
exp1254,5,0,0,5,20,11,27,2,0,0,0,-1.5,180,366.6062448600319,2.1965978860815634,0.6373891280326411,-0.4007,41.415037158199304
exp1255,0,0,0,0,10,21,20,12,0,7,0,-1.5,180,146.3339461797386,0.2982475018323551,0.9991842777648672,-0.3147,54.1038138445521
exp1256,0,5,0,0,20,13,20,2,0,10,0,-1.5,180,181.27557202597228,71.170856670979,0.2032279909820681,-0.2797,80.8600962914632
exp1257,5,0,0,0,12,21,20,12,0,0,0,-1.5,106,304.132033003624,0.6559879484538772,0.9880644407724896,-0.5437,4.021576165785301
exp1258,0,0,0,0,20,21,20,9,0,0,0,-1.4,176,76.01541033028732,0.2424964790987374,0.0203044385801452,-0.2737,105.869090468885
