Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 2.0 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Overpotential @ 50 mA_Ar,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Cdl mF cm-2_Ar
exp1,5,5,25,0,5,0,10,15,0,5,0,-1.2,90,-0.4007,-0.4717,-0.5037,-0.5277,-0.5457,-0.5617,108.4356194,0.000393359,1.190928071
exp2,0,5,5,10,10,0,0,15,10,0,15,-1.2,60,-0.6567,-0.7077,-0.7307,-0.7457,-0.7577,-0.7677,104.8133903,4.63E-06,0.13330187
exp3,5,10,10,0,10,0,10,5,10,5,5,-1.3,120,-0.4447,-0.5767,-0.6367,-0.6727,-0.7007,-0.7247,186.8436902,0.008378382,1.076413146
exp4,5,0,0,25,0,10,0,10,10,10,0,-1.4,90,-0.2547,-0.4947,-0.5517,-0.5877,-0.6177,-0.6427,712.0106225,2.72971803,7.614066551
exp5,0,10,0,0,5,15,5,10,10,15,0,-1.3,120,-0.5367,-0.6487,-0.6987,-0.7307,-0.7537,-0.7737,172.0520013,0.002236694,0.148320143
exp6,15,0,0,0,5,0,0,0,0,20,30,-1.2,60,-0.4877,-0.5567,-0.5887,-0.6097,-0.6267,-0.6407,117.6872229,0.000257938,0.155947415
exp7,0,0,0,15,5,20,0,5,0,20,5,-1.1,90,-0.3817,-0.4447,-0.4747,-0.4957,-0.5157,-0.5367,104.534993,0.000308147,4.54180887
exp8,0,5,5,5,5,10,5,35,0,0,0,-1.3,150,0.0133,-0.2917,-0.3247,-0.3467,-0.3647,-0.3787,99.57577738,0.009580672,19.03198949
exp9,5,0,0,5,0,15,20,15,5,5,0,-1.3,120,-0.1917,-0.2717,-0.3097,-0.3337,-0.3527,-0.3687,112.3834007,0.027358417,13.06933755
exp10,15,0,5,0,0,0,5,20,0,0,25,-1.5,150,-0.7117,-0.7767,-0.8077,-0.8287,-0.8447,-0.8587,127.8003225,1.18E-05,0.202981402
exp11,0,5,0,0,15,5,15,5,0,25,0,-1.1,60,-0.3987,-0.4657,-0.4917,-0.5107,-0.5257,-0.5397,93.97514204,9.35E-05,2.696428253
exp12,0,0,0,0,10,10,20,10,0,10,10,-1.1,150,-0.2637,-0.3377,-0.3747,-0.3997,-0.4197,-0.4367,112.3009592,0.007589429,8.919352351
exp13,0,0,5,5,0,0,10,35,10,5,0,-1.5,120,-0.6447,-0.7217,-0.7527,-0.7717,-0.7857,-0.7967,113.5947549,9.08E-06,0.219276752
exp14,20,20,0,5,5,0,0,0,20,0,0,-1.4,60,-0.6977,-0.7337,-0.7517,-0.7657,-0.7767,-0.7857,97.48424135,7.64E-07,0.129060544
exp15,20,0,0,0,0,10,0,10,0,15,15,-1.2,150,-0.5067,-0.6097,-0.6497,-0.6757,-0.6947,-0.7107,140.0823531,0.000701185,0.159431361
exp16,10,0,20,0,0,0,5,10,15,5,5,-1.3,120,-0.5667,-0.6807,-0.7467,-0.7907,-0.8247,-0.8517,221.5113805,0.009620435,0.676328124
exp17,5,5,0,10,5,0,5,5,30,0,5,-1.4,150,-0.6617,-0.7097,-0.7317,-0.7467,-0.7577,-0.7677,98.50409411,1.45E-06,0.133181529
exp18,0,0,0,0,0,10,15,10,10,15,10,-1.4,60,-0.3487,-0.4767,-0.5337,-0.5627,-0.5827,-0.5987,156.7866084,0.008652626,4.70665642
exp19,0,5,5,5,0,5,0,25,5,15,5,-1.1,120,-0.3647,-0.4577,-0.5247,-0.5677,-0.5937,-0.6127,151.61828,0.004129864,1.173100954
exp20,0,0,10,5,5,10,5,5,15,10,5,-1.2,150,-0.5677,-0.6717,-0.7197,-0.7477,-0.7677,-0.7847,133.1404135,0.000146449,0.146870397
exp21,5,0,0,5,5,0,15,10,30,0,0,-1.3,60,-0.6507,-0.7077,-0.7337,-0.7487,-0.7607,-0.7717,102.9783063,3.08E-06,0.164120812
exp22,0,5,10,15,5,5,0,0,15,5,10,-1.3,150,-0.0677,-0.1457,-0.0087,-0.2647,-0.4177,-0.4387,71.89167282,11655.87511,69.05928266
exp23,5,15,0,0,0,5,5,25,10,0,5,-1.1,150,-0.4307,-0.5737,-0.6417,-0.6817,-0.7147,-0.7447,188.5960497,0.006512044,0.772880357
exp24,5,0,0,5,10,25,0,15,0,5,5,-1.5,90,-0.1947,-0.2767,-0.3137,-0.3387,-0.3577,-0.3737,108.0863267,0.020114196,19.7292256
exp25,35,0,0,0,0,0,0,30,0,0,5,-1.4,150,-0.7487,-0.7957,-0.8177,-0.8337,-0.8467,-0.8577,122.0550063,7.77E-06,0.135114319
exp26,20,0,0,5,20,5,0,5,5,10,0,-1.3,60,-0.5597,-0.6317,-0.6627,-0.6817,-0.6967,-0.7087,101.1251759,1.50E-05,0.163765172
exp27,0,0,5,20,5,0,0,5,10,20,5,-1.4,150,-0.1347,-0.4377,-0.4967,-0.5357,-0.5727,-0.6047,496.2753604,2.462916079,16.30018333
exp28,0,0,0,0,5,5,15,5,40,0,0,-1.3,150,-0.5447,-0.6637,-0.7127,-0.7417,-0.7617,-0.7777,142.9200067,0.000279506,0.176688562
exp29,20,5,10,0,5,0,10,10,5,5,0,-1.1,150,-0.5097,-0.6057,-0.6337,-0.6507,-0.6627,-0.6737,104.4341533,2.35E-05,1.251982308
exp30,0,15,0,0,10,0,5,0,20,15,5,-1.3,150,-0.6357,-0.6927,-0.7197,-0.7367,-0.7507,-0.7627,128.6119485,0.000139056,0.132089492
exp31,0,0,15,0,0,0,10,5,10,30,0,-1.2,60,-0.6967,-0.7557,-0.7837,-0.8027,-0.8167,-0.8297,123.439744,1.50E-05,0.150495919
exp32,0,5,10,0,5,0,20,5,20,0,5,-1.2,60,-0.6347,-0.7077,-0.7447,-0.7687,-0.7867,-0.8027,144.3514767,0.000251302,0.137003918
exp33,25,0,5,0,0,0,0,20,0,10,10,-1.5,150,-0.6467,-0.7307,-0.7707,-0.7957,-0.8137,-0.8287,151.3446331,0.00021773,0.149633293
exp34,0,0,15,5,15,5,0,15,10,5,0,-1.3,150,-0.4307,-0.5637,-0.6177,-0.6467,-0.6677,-0.6837,125.0294834,0.000178382,1.007615541
exp35,10,5,10,5,15,0,0,5,0,15,5,-1.3,90,-0.4547,-0.5687,-0.6097,-0.6297,-0.6437,-0.6547,102.7082732,2.48E-05,1.243257016
exp36,10,10,0,0,0,5,0,35,10,0,0,-1.1,60,-0.7577,-0.8097,-0.8357,-0.8537,-0.8687,-0.8817,125.8620626,9.11E-06,0.129316664
exp37,10,5,10,15,5,0,0,10,5,10,0,-1.2,150,-0.5977,-0.6907,-0.7297,-0.7527,-0.7697,-0.7837,136.6348076,0.000204901,0.151553071
exp38,15,10,0,0,5,0,5,0,5,15,15,-1.2,60,-0.4487,-0.5187,-0.5557,-0.5797,-0.5997,-0.6167,125.0683968,0.000643704,0.723628139
exp39,0,15,0,0,10,10,5,20,5,0,5,-1.5,90,-0.2647,-0.3387,-0.3787,-0.4067,-0.4297,-0.4487,128.8473132,0.018699018,6.957485247
exp40,0,15,5,5,5,0,5,5,5,10,15,-1.5,120,-0.4037,-0.4727,-0.5057,-0.5267,-0.5437,-0.5587,111.480255,0.000439954,5.997135089
exp41,5,0,0,10,15,0,0,20,0,5,15,-1.4,60,-0.3107,-0.3917,-0.4277,-0.4517,-0.4727,-0.4927,343.0704146,0.77970338,9.166437625
exp42,10,0,0,10,0,0,0,0,0,50,0,-1.4,60,-0.6127,-0.6827,-0.7167,-0.7397,-0.7577,-0.7727,136.1332267,0.000214857,0.128420958
exp43,0,0,0,0,20,20,0,0,20,10,0,-1.3,60,-0.2757,-0.3557,-0.4017,-0.4387,-0.4707,-0.4997,162.5507056,0.044779842,3.879766572
exp44,0,0,0,5,15,5,5,5,35,0,0,-1.1,150,-0.6447,-0.7107,-0.7337,-0.7467,-0.7567,-0.7657,89.15797842,3.04E-07,0.190501985
exp45,0,5,10,5,20,5,5,0,15,5,0,-1.2,120,-0.0737,-0.3077,-0.3507,-0.3787,-0.4017,-0.4207,416.9590577,2.605343191,18.59536139
exp46,5,0,5,5,5,10,10,5,15,0,10,-1.5,120,-0.5547,-0.6847,-0.7367,-0.7657,-0.7847,-0.8007,141.4981771,0.000209642,0.142427255
exp47,15,0,5,10,0,20,0,5,5,10,0,-1.4,60,-0.4497,-0.5407,-0.5957,-0.6297,-0.6527,-0.6717,108.2895777,3.12E-05,0.245175952
exp48,5,10,10,0,0,5,0,35,0,5,0,-1.4,90,-0.7077,-0.7677,-0.7927,-0.8087,-0.8217,-0.8327,118.9355037,9.12E-06,0.133239825
exp49,0,0,35,0,0,0,15,5,0,15,0,-1.5,60,-0.5567,-0.6437,-0.6857,-0.7107,-0.7297,-0.7457,136.6793134,0.000213492,0.50171468
exp50,10,0,10,0,0,0,20,10,0,15,5,-1.5,60,-0.5477,-0.6347,-0.6817,-0.7127,-0.7367,-0.7577,139.152016,0.000237306,0.825242082
exp51,0,10,15,15,0,0,0,0,20,5,5,-1.4,120,-0.7517,-0.8117,-0.8397,-0.8587,-0.8727,-0.8847,129.5652919,1.46E-05,0.106627718
exp52,0,10,5,0,15,0,5,5,5,15,10,-1.3,150,-0.2857,-0.3597,-0.3967,-0.4217,-0.4417,-0.4577,113.9846576,0.004987303,12.89107127
exp53,0,0,15,0,10,5,10,5,15,10,0,-1.4,120,-0.4747,-0.5847,-0.6247,-0.6467,-0.6627,-0.6767,125.4332355,0.000237418,0.694682649
exp54,10,0,10,0,5,0,5,5,10,10,15,-1.1,90,-0.5767,-0.6417,-0.6747,-0.6977,-0.7167,-0.7337,131.5046489,0.000219861,0.165224597
exp55,25,5,5,0,0,10,0,0,0,20,5,-1.4,120,-0.5157,-0.5957,-0.6347,-0.6587,-0.6777,-0.6937,132.1112712,0.000360726,0.179582256
exp56,0,0,0,10,10,0,0,20,5,5,20,-1.1,90,-0.4737,-0.5757,-0.6187,-0.6417,-0.6587,-0.6727,109.188825,4.08E-05,1.433652254
exp57,5,10,0,10,5,5,5,0,30,0,0,-1.4,90,-0.6737,-0.7377,-0.7677,-0.7877,-0.8037,-0.8177,132.2966227,5.45E-05,0.117145672
exp58,0,0,5,5,10,0,25,0,20,0,5,-1.5,120,-0.6177,-0.6867,-0.7167,-0.7357,-0.7497,-0.7627,129.19381,8.68E-05,0.176836127
exp59,0,5,10,20,5,0,0,0,0,30,0,-1.3,150,-0.0337,-0.0727,0.0013,-0.2217,-0.2657,-0.3047,55.79723193,585209.2748,137.0612456
exp60,20,5,0,0,15,5,0,20,0,0,5,-1.2,120,-0.4017,-0.4847,-0.5277,-0.5557,-0.5757,-0.5907,112.4665808,0.000285097,1.691922464
exp61,10,0,5,25,0,0,0,5,0,20,5,-1.1,120,-0.6477,-0.7077,-0.7357,-0.7547,-0.7687,-0.7807,123.8213269,3.49E-05,0.157614555
exp62,0,0,0,10,0,0,10,0,5,45,0,-1.2,60,-0.5347,-0.6317,-0.6837,-0.7147,-0.7377,-0.7567,153.7933364,0.000584451,0.78861229
exp63,10,0,10,10,0,0,20,0,10,10,0,-1.1,150,-0.6017,-0.7087,-0.7587,-0.7907,-0.8157,-0.8377,166.0667748,0.000483607,2.157622185
exp64,0,5,15,5,0,5,0,15,10,10,5,-1.4,120,-0.3987,-0.5047,-0.5647,-0.6017,-0.6277,-0.6497,155.971609,0.003369798,3.401779797
exp65,30,0,10,5,0,5,0,5,0,15,0,-1.1,150,-0.4647,-0.5297,-0.5737,-0.6097,-0.6427,-0.6707,115.16867,7.02E-05,0.348697788
exp66,5,0,0,5,0,5,5,5,20,0,25,-1.5,120,-0.6507,-0.7447,-0.7867,-0.8157,-0.8387,-0.8577,148.9308722,0.000137343,0.264940233
exp67,0,0,10,10,20,10,0,0,5,15,0,-1.3,120,-0.0327,-0.3667,-0.3947,-0.4097,-0.4247,-0.4397,411.7165654,3.026097445,52.14709314
exp68,0,20,0,0,5,20,0,10,5,10,0,-1.2,60,-0.6177,-0.7087,-0.7457,-0.7677,-0.7837,-0.7977,137.9001313,0.000186505,0.141643682
exp69,10,0,0,0,15,10,0,20,5,10,0,-1.4,90,-0.4877,-0.5687,-0.6237,-0.6547,-0.6807,-0.7027,111.4904915,4.42E-05,0.386637949
exp70,5,5,10,10,0,5,0,5,0,15,15,-1.1,60,-0.6147,-0.7077,-0.7427,-0.7657,-0.7827,-0.7977,132.3590004,7.96E-05,0.159220033
exp71,5,0,0,0,5,5,10,5,0,20,20,-1.4,90,-0.3617,-0.4387,-0.4737,-0.4997,-0.5217,-0.5407,113.8057182,0.000932315,3.043175214
exp72,0,5,15,0,0,10,5,0,0,20,15,-1.2,60,-0.3557,-0.4267,-0.4557,-0.4737,-0.4897,-0.5037,116.2389926,0.00202605,2.955614034
exp73,25,0,0,5,0,0,5,5,5,10,15,-1.4,60,-0.6847,-0.7527,-0.7837,-0.8037,-0.8187,-0.8327,130.6922458,3.32E-05,0.220175099
exp74,15,5,5,5,0,0,15,0,15,5,5,-1.3,90,-0.6757,-0.7647,-0.8067,-0.8337,-0.8537,-0.8707,146.9121213,8.54E-05,0.130974093
exp75,0,15,5,5,0,0,0,10,5,5,25,-1.5,150,-0.7397,-0.7927,-0.8157,-0.8307,-0.8427,-0.8527,107.850366,1.09E-06,0.131704214
exp76,20,0,5,0,0,0,15,15,5,10,0,-1.5,150,-0.6517,-0.7207,-0.7577,-0.7827,-0.8017,-0.8187,146.3133116,0.000180089,0.357627614
exp77,0,5,0,5,15,10,10,5,5,10,5,-1.5,60,-0.3607,-0.4347,-0.4707,-0.4997,-0.5277,-0.5537,120.0158379,0.001111741,2.879416481
exp78,0,5,0,0,0,25,5,10,0,10,15,-1.1,90,-0.3937,-0.4667,-0.5137,-0.5437,-0.5657,-0.5837,128.2444675,0.001785426,1.524648872
exp79,10,0,5,5,0,5,5,35,0,5,0,-1.1,150,-0.3897,-0.4667,-0.5037,-0.5357,-0.5637,-0.5887,128.1103676,0.000812273,2.031644698
exp80,0,0,25,10,0,0,0,5,10,10,10,-1.1,150,-0.7427,-0.7967,-0.8197,-0.8347,-0.8467,-0.8577,113.0999261,2.19E-06,0.183836394
exp81,15,0,10,0,20,0,0,15,5,5,0,-1.2,120,-0.4457,-0.5927,-0.6287,-0.6477,-0.6597,-0.6707,100.9371643,1.38E-05,0.710451196
exp82,0,15,0,5,10,10,0,15,10,5,0,-1.2,120,-0.3257,-0.4117,-0.4597,-0.4917,-0.5167,-0.5367,146.5163023,0.009389892,3.147195965
exp83,15,10,5,0,0,0,5,5,25,0,5,-1.1,150,-0.7257,-0.8047,-0.8387,-0.8627,-0.8817,-0.8977,151.724754,8.39E-05,0.151604851
exp84,0,5,0,0,0,10,10,10,20,0,15,-1.1,150,-0.4397,-0.5687,-0.6197,-0.6487,-0.6697,-0.6857,145.4308524,0.00108961,1.265568185
exp85,0,5,5,0,10,0,15,10,15,5,5,-1.5,60,-0.4587,-0.5337,-0.5677,-0.5887,-0.6057,-0.6187,132.5414579,0.002135231,1.804200174
exp86,10,5,25,0,5,0,0,10,0,15,0,-1.5,60,-0.6507,-0.7067,-0.7347,-0.7557,-0.7717,-0.7867,129.8047133,9.20E-05,0.145325128
exp87,0,5,15,0,25,0,0,15,5,5,0,-1.3,90,-0.2917,-0.3637,-0.4017,-0.4277,-0.4477,-0.4657,117.1986604,0.005392333,10.09318348
exp88,10,15,5,0,0,0,0,0,20,15,5,-1.2,90,-0.7787,-0.8397,-0.8807,-0.9117,-0.9367,-0.9587,171.1168666,0.000178105,0.125748013
exp89,5,0,5,5,0,0,15,10,0,10,20,-1.1,60,-0.6587,-0.7367,-0.7737,-0.7987,-0.8187,-0.8377,164.471839,0.000606597,0.43755864
exp90,0,20,0,5,0,10,0,10,10,5,10,-1.5,90,-0.4857,-0.6257,-0.6717,-0.6977,-0.7167,-0.7327,154.3995718,0.001273417,0.39210029
exp91,0,5,5,5,15,10,0,5,20,5,0,-1.4,120,-0.3007,-0.3987,-0.4647,-0.5077,-0.5407,-0.5667,173.9326255,0.023380134,2.098763232
exp92,10,5,15,5,0,0,15,10,5,5,0,-1.3,120,,,,,,,,,
exp93,5,5,5,5,0,15,5,15,0,15,0,-1.2,90,,,,,,,,,
exp94,10,5,0,5,5,5,0,35,0,5,0,-1.4,90,,,,,,,,,
exp95,0,0,5,0,10,5,5,25,10,0,10,-1.2,90,-0.5497,-0.6947,-0.7567,-0.7877,-0.8097,-0.8317,188.1451664,0.002945471,0.141073564
exp96,0,0,10,0,10,0,0,15,20,15,0,-1.3,60,-0.7097,-0.7657,-0.7977,-0.8227,-0.8437,-0.8627,152.6451138,0.000213171,0.143266832
exp97,5,0,0,15,0,5,5,0,10,10,20,-1.1,150,-0.7167,-0.8567,-0.9057,-0.9327,-0.9547,-0.9727,206.635999,0.001136591,0.161464459
exp98,0,20,0,10,5,0,15,10,5,5,0,-1.4,120,-0.3917,-0.5397,-0.5907,-0.6177,-0.6367,-0.6517,142.049057,0.001459202,3.283094607
exp99,5,5,5,5,5,5,0,5,5,25,5,-1.3,150,-0.4607,-0.5637,-0.6197,-0.6547,-0.6787,-0.7007,139.7514407,0.000909035,0.441955295
exp100,5,0,0,0,0,20,10,10,25,0,0,-1.1,90,-0.6687,-0.7757,-0.8247,-0.8597,-0.8867,-0.9097,203.220058,0.001967759,0.140362682
exp101,15,0,0,5,5,15,0,5,25,0,0,-1.5,150,-0.4817,-0.6847,-0.7687,-0.7997,-0.8207,-0.8387,242.1352122,0.020088869,0.174983059
exp102,0,15,0,5,15,10,0,0,5,15,5,-1.1,90,-0.6497,-0.6937,-0.7187,-0.7387,-0.7567,-0.7737,135.1304758,0.000172855,0.137788486
exp103,5,0,0,30,10,5,0,5,15,0,0,-1.3,120,-0.6037,-0.7087,-0.7497,-0.7727,-0.7897,-0.8047,142.2572204,0.00023386,0.294127947
exp104,5,5,15,5,0,5,10,10,10,5,0,-1.1,150,-0.4037,-0.5737,-0.6337,-0.6687,-0.6957,-0.7177,185.7397975,0.00837771,1.300060962
exp105,0,0,0,5,30,10,0,0,25,0,0,-1.2,90,-0.5687,-0.6707,-0.7137,-0.7397,-0.7607,-0.7767,126.9123228,0.000108284,0.207662149
exp106,0,0,0,25,0,0,10,10,20,5,0,-1.3,150,-0.6697,-0.7487,-0.7907,-0.8177,-0.8397,-0.8577,167.839974,0.000469292,0.261635713
exp107,0,0,35,0,0,5,5,20,0,0,5,-1.3,150,-0.2067,-0.3157,-0.3737,-0.4127,-0.4427,-0.4667,183.1764647,0.162051839,5.521180995
exp108,5,0,0,0,5,5,20,10,0,25,0,-1.3,150,-0.2637,-0.3457,-0.3887,-0.4197,-0.4427,-0.4627,128.6545688,0.014385141,8.100664392
exp109,10,10,0,5,0,15,5,0,25,0,0,-1.4,60,-0.4157,-0.5107,-0.5607,-0.5927,-0.6177,-0.6387,154.842406,0.005132552,1.194210906
exp110,5,0,5,30,0,0,0,0,20,0,10,-1.4,60,-0.6797,-0.7547,-0.7897,-0.8117,-0.8287,-0.8427,149.9208514,0.000188181,0.159594952
exp111,5,15,10,0,0,5,0,5,15,10,5,-1.2,150,-0.7507,-0.8197,-0.8597,-0.8887,-0.9137,-0.9347,162.4609225,0.000135108,0.153638886
exp112,0,0,20,0,0,10,5,30,0,0,5,-1.1,120,-0.2267,-0.3207,-0.3717,-0.4047,-0.4307,-0.4527,159.983558,0.080178408,2.5356958
exp113,5,15,0,10,15,0,0,5,20,0,0,-1.3,60,-0.6377,-0.6877,-0.7137,-0.7327,-0.7477,-0.7607,113.1855385,1.87E-05,0.161497709
exp114,5,0,10,10,0,0,0,30,5,5,5,-1.3,60,-0.6937,-0.7477,-0.7787,-0.8007,-0.8197,-0.8357,132.011919,3.82E-05,0.168977431
exp115,0,0,5,25,5,0,15,15,5,0,0,-1.1,90,-0.4377,-0.5657,-0.6127,-0.6427,-0.6657,-0.6837,156.1009938,0.002496936,3.287917013
exp116,0,0,20,10,5,0,0,15,5,0,15,-1.4,90,-0.3727,-0.4927,-0.5867,-0.6227,-0.6447,-0.6617,141.393211,0.001191399,1.445723001
exp117,5,5,0,5,5,25,5,5,5,10,0,-1.3,90,-0.2487,-0.3477,-0.3987,-0.4317,-0.4567,-0.4777,149.605984,0.035511014,8.392338346
exp118,5,5,0,5,5,0,5,10,20,5,10,-1.2,90,-0.5907,-0.6407,-0.6667,-0.6847,-0.6987,-0.7107,104.536929,1.72E-05,0.174373861
exp119,0,5,5,15,0,20,0,15,0,10,0,-1.4,90,-0.3857,-0.4677,-0.5137,-0.5537,-0.5867,-0.6117,147.8325464,0.004194562,3.297196597
exp120,5,10,0,10,0,0,0,0,30,15,0,-1.4,120,-0.6277,-0.6987,-0.7327,-0.7547,-0.7717,-0.7857,141.758642,0.000217084,0.181362471
exp121,20,5,10,5,0,5,5,0,20,0,0,-1.4,150,-0.7167,-0.8077,-0.8517,-0.8797,-0.9007,-0.9197,165.4829215,0.000198165,0.159096742
exp122,5,0,30,0,0,0,5,5,20,0,5,-1.3,90,-0.7557,-0.8387,-0.8847,-0.9137,-0.9357,-0.9537,155.6910085,5.31E-05,0.157617828
exp123,10,10,10,5,10,0,0,15,5,5,0,-1.2,90,-0.6307,-0.6737,-0.6997,-0.7187,-0.7347,-0.7507,114.6409623,2.74E-05,0.176090684
exp124,0,5,0,5,35,0,0,10,10,5,0,-1.2,150,-0.1967,-0.2767,-0.3127,-0.3397,-0.3607,-0.3787,106.5902713,0.021025266,18.3052839
exp125,5,0,0,0,10,5,15,10,25,0,0,-1.1,120,-0.4757,-0.6127,-0.6507,-0.6707,-0.6847,-0.6977,129.8650527,0.00039325,0.219808094
exp126,5,0,0,0,5,30,10,0,20,0,0,-1.3,120,-0.4977,-0.6657,-0.7157,-0.7417,-0.7597,-0.7757,179.6468608,0.003555936,0.196351177
exp127,0,5,0,15,5,15,0,5,0,15,10,-1.5,90,-0.0947,-0.2607,-0.3017,-0.3297,-0.3507,-0.3687,308.78962,1.837726704,29.04229405
exp128,0,20,0,5,15,5,5,10,0,10,0,-1.2,150,-0.1867,-0.2647,-0.3017,-0.3277,-0.3477,-0.3647,109.575997,0.028086046,12.81186597
exp129,10,10,5,0,0,10,5,5,10,5,10,-1.5,60,-0.5877,-0.6457,-0.6747,-0.6947,-0.7107,-0.7257,132.917135,0.000338837,0.167668617
exp130,5,0,5,5,0,15,0,0,10,25,5,-1.2,90,-0.3897,-0.5147,-0.6207,-0.6837,-0.7237,-0.7557,253.356784,0.079352522,0.226550502
exp131,5,15,0,15,0,0,5,5,0,15,10,-1.5,60,-0.6167,-0.6717,-0.6997,-0.7187,-0.7337,-0.7477,112.9491474,2.09E-05,0.240291956
exp132,0,0,5,5,15,0,0,15,5,20,5,-1.1,60,-0.3447,-0.4427,-0.4967,-0.5297,-0.5537,-0.5747,142.233017,0.004620281,2.585700622
exp133,15,0,0,10,0,20,0,0,0,25,0,-1.1,150,-0.4527,-0.5427,-0.5897,-0.6227,-0.6487,-0.6707,148.4595448,0.002308878,0.537696481
exp134,0,5,15,10,5,10,0,0,10,15,0,-1.5,120,-0.4027,-0.4957,-0.5617,-0.6087,-0.6427,-0.6677,156.055355,0.005315598,0.582829949
exp135,0,10,30,0,0,0,0,20,0,0,10,-1.1,60,-0.7287,-0.7927,-0.8307,-0.8587,-0.8807,-0.8997,152.1585359,0.000106675,0.145503948
exp136,0,5,10,0,20,5,5,10,15,0,0,-1.2,90,-0.6127,-0.6747,-0.6987,-0.7137,-0.7257,-0.7357,105.1763463,1.32E-05,0.195722275
exp137,10,5,0,25,0,5,5,20,0,0,0,-1.3,120,-0.3447,-0.4537,-0.5027,-0.5347,-0.5577,-0.5767,144.8576548,0.006148496,8.893080859
exp138,0,0,0,10,0,0,10,15,15,15,5,-1.1,150,-0.6037,-0.6837,-0.7177,-0.7387,-0.7537,-0.7657,125.2107428,5.83E-05,0.91390293
exp139,0,0,5,5,10,0,20,25,0,0,5,-1.2,60,-0.3187,-0.4307,-0.4927,-0.5297,-0.5587,-0.5787,163.2228442,0.015481564,3.795848556
exp140,0,10,15,0,0,15,5,10,0,10,5,-1.2,60,-0.2997,-0.3967,-0.4507,-0.4857,-0.5107,-0.5307,140.8488966,0.009764456,2.648080212
exp141,20,0,0,10,0,10,10,0,5,15,0,-1.4,150,-0.4297,-0.5217,-0.5697,-0.6017,-0.6257,-0.6447,148.5778266,0.002719308,1.130370153
exp142,25,5,5,5,0,0,0,0,10,10,10,-1.2,150,-0.6127,-0.6717,-0.7017,-0.7207,-0.7357,-0.7487,121.9253569,6.63E-05,0.158147506
exp143,5,0,15,0,0,5,0,15,5,20,5,-1.2,90,-0.6807,-0.7537,-0.7877,-0.8107,-0.8297,-0.8467,144.0562242,9.22E-05,0.158137189
exp144,30,5,0,0,5,0,5,25,0,0,0,-1.5,90,-0.5717,-0.6197,-0.6427,-0.6577,-0.6697,-0.6807,97.71017008,9.51E-06,0.220451699
exp145,15,0,20,0,5,0,0,15,10,0,5,-1.5,60,-0.6707,-0.7137,-0.7377,-0.7557,-0.7717,-0.7867,121.8017131,3.40E-05,0.165793883
exp146,5,5,0,5,10,0,0,0,25,20,0,-1.5,120,-0.5677,-0.6247,-0.6537,-0.6737,-0.6887,-0.7007,112.0667335,8.70E-05,0.152816771
exp147,5,5,10,5,15,0,0,10,15,5,0,-1.5,90,-0.5757,-0.6287,-0.6547,-0.6707,-0.6847,-0.6957,102.6075829,2.19E-05,0.188742752
exp148,5,5,5,0,0,5,0,30,15,5,0,-1.3,60,-0.6527,-0.7067,-0.7377,-0.7607,-0.7817,-0.7997,139.8975223,0.000176802,0.137065134
exp149,15,15,0,0,0,5,5,10,10,0,10,-1.4,60,-0.6327,-0.6937,-0.7217,-0.7417,-0.7587,-0.7727,130.9393987,8.34E-05,0.17516788
exp150,5,5,0,10,5,10,0,15,5,10,5,-1.3,150,-0.2057,-0.3017,-0.3547,-0.3917,-0.4207,-0.4447,165.5610578,0.087683354,13.1859557
exp151,5,0,0,0,5,0,15,15,15,0,15,-1.2,90,-0.4477,-0.5157,-0.5537,-0.5827,-0.6087,-0.6307,115.3553708,0.000222905,0.771896109
exp152,0,15,0,0,10,0,0,0,35,10,0,-1.2,90,-0.6277,-0.6777,-0.7047,-0.7257,-0.7437,-0.7597,141.395832,0.000363219,0.14596653
exp153,0,5,0,0,10,20,5,10,10,5,5,-1.2,60,-0.1607,-0.2447,-0.2877,-0.3167,-0.3387,-0.3577,126.9234141,0.105963558,14.29596649
exp154,5,5,5,0,5,15,0,10,0,20,5,-1.5,120,-0.2957,-0.3757,-0.4177,-0.4567,-0.4927,-0.5207,139.8515046,0.010262672,1.312375
exp155,5,5,0,5,30,0,0,0,20,5,0,-1.5,150,-0.5027,-0.5987,-0.6427,-0.6627,-0.6767,-0.6857,117.0836853,0.000122395,0.435499265
exp156,5,0,5,20,0,0,5,20,0,0,15,-1.4,120,-0.0987,-0.0027,-0.3727,-0.4097,-0.4367,-0.4597,129.7414577,0.328325127,32.15795131
exp157,0,15,0,5,0,5,15,5,15,5,5,-1.2,150,-0.1417,0.0113,-0.3117,-0.3387,-0.3607,-0.3777,16.40961358,5.72E-09,21.78695913
exp158,25,5,0,0,0,15,0,0,10,15,0,-1.2,150,-0.4897,-0.6297,-0.6877,-0.7197,-0.7417,-0.7597,169.0289056,0.002263249,0.240958367
exp159,0,0,15,10,0,0,15,0,5,15,10,-1.3,90,-0.4277,-0.5177,-0.5547,-0.5777,-0.5967,-0.6117,123.9753672,0.000684697,3.312020547
